datetime	open	high	low	close	volume
23.01.2006 00:00	239.5	239.5	218.49	218.85	512077
24.01.2006 00:00	221.0	224.68	219.66	223.8	898319
25.01.2006 00:00	225.5	231.0	225.0	228.46	1548037
26.01.2006 00:00	228.2	229.41	223.51	225.01	758876
27.01.2006 00:00	225.75	231.5	224.0	228.25	1272972
30.01.2006 00:00	231.04	231.07	215.0	216.92	1725193
31.01.2006 00:00	218.0	224.23	215.71	218.14	1173723
01.02.2006 00:00	219.5	223.99	215.0	222.76	856474
02.02.2006 00:00	223.95	224.5	220.0	220.66	544654
03.02.2006 00:00	218.8	221.3	217.01	220.7	538799
06.02.2006 00:00	221.63	222.45	219.16	220.12	637569
07.02.2006 00:00	220.0	220.7	218.2	220.22	827043
08.02.2006 00:00	218.26	221.59	215.5	220.71	943435
09.02.2006 00:00	221.49	224.8	220.5	222.02	977797
10.02.2006 00:00	222.25	223.6	221.51	221.94	591860
13.02.2006 00:00	221.98	222.0	218.57	219.67	787902
14.02.2006 00:00	219.84	220.85	218.6	219.95	379153
15.02.2006 00:00	217.93	220.0	217.93	219.55	354904
16.02.2006 00:00	219.96	220.47	218.93	220.08	451463
17.02.2006 00:00	220.5	227.33	220.5	226.36	1922925
20.02.2006 00:00	227.57	229.99	227.37	228.09	838404
21.02.2006 00:00	230.0	230.16	224.55	225.14	1082460
24.02.2006 00:00	225.1	226.5	224.11	225.22	600748
27.02.2006 00:00	227.78	228.2	225.05	225.44	931236
28.02.2006 00:00	225.21	225.3	217.01	218.26	1143945
01.03.2006 00:00	219.0	220.5	214.6	217.16	1109456
02.03.2006 00:00	218.87	220.86	217.5	218.55	779547
03.03.2006 00:00	220.0	228.9	220.0	227.91	2882056
06.03.2006 00:00	230.05	239.37	230.05	231.85	2573362
08.03.2006 00:00	230.5	230.5	221.97	223.16	1879099
09.03.2006 00:00	219.01	221.8	215.11	218.87	1644806
10.03.2006 00:00	219.8	221.88	216.3	217.54	1252517
13.03.2006 00:00	219.0	223.49	218.21	223.2	1703023
14.03.2006 00:00	224.83	225.55	218.22	219.69	1528342
15.03.2006 00:00	222.0	223.3	219.55	221.23	1088324
16.03.2006 00:00	221.43	223.0	219.4	220.87	794560
17.03.2006 00:00	221.99	229.49	221.41	228.9	2312862
20.03.2006 00:00	230.0	232.2	224.5	226.04	1707987
21.03.2006 00:00	224.5	227.2	222.6	223.63	1318262
22.03.2006 00:00	225.5	225.6	223.7	225.02	676062
23.03.2006 00:00	224.88	228.25	224.88	226.44	1657621
24.03.2006 00:00	226.6	229.91	225.55	228.79	1170246
27.03.2006 00:00	230.56	235.28	229.16	232.18	2291620
28.03.2006 00:00	231.63	232.0	227.79	228.12	1223123
29.03.2006 00:00	228.0	229.3	227.0	228.26	939706
30.03.2006 00:00	230.0	231.49	229.5	230.32	1667814
31.03.2006 00:00	230.5	233.4	229.5	230.31	1923667
03.04.2006 00:00	230.99	232.2	230.1	230.52	970404
04.04.2006 00:00	231.7	232.8	230.5	231.62	1516040
05.04.2006 00:00	232.0	240.7	231.55	237.59	3050109
06.04.2006 00:00	240.0	244.69	240.0	242.73	3190376
07.04.2006 00:00	240.85	251.0	240.85	250.07	4520416
10.04.2006 00:00	253.64	268.9	252.0	267.78	6549354
11.04.2006 00:00	270.01	275.42	262.4	264.27	6683146
12.04.2006 00:00	262.0	265.99	258.35	263.66	3899206
13.04.2006 00:00	266.07	266.7	259.81	262.77	2909319
14.04.2006 00:00	264.53	268.0	262.3	267.32	1956570
17.04.2006 00:00	269.0	271.48	267.53	269.81	3398114
18.04.2006 00:00	271.0	273.29	270.3	272.0	3955525
19.04.2006 00:00	273.35	278.3	273.35	276.64	5150992
20.04.2006 00:00	279.5	280.95	274.11	277.82	6182481
21.04.2006 00:00	275.0	280.4	273.3	279.88	3299184
24.04.2006 00:00	281.5	287.32	280.5	286.45	3998588
25.04.2006 00:00	285.0	289.22	283.69	285.61	3056016
26.04.2006 00:00	285.6	309.85	285.5	308.48	9864756
27.04.2006 00:00	312.0	325.4	297.0	305.26	9359343
01.05.2006 00:00	305.0	311.77	302.0	309.98	4290092
02.05.2006 00:00	315.0	323.05	315.0	320.66	3698068
03.05.2006 00:00	325.13	327.9	318.3	322.18	3979511
04.05.2006 00:00	321.89	332.49	320.3	331.12	5717052
05.05.2006 00:00	332.0	338.5	331.01	336.12	5156329
09.05.2006 00:00	337.98	350.79	337.1	350.03	3986923
10.05.2006 00:00	353.0	359.27	329.4	332.53	10104448
11.05.2006 00:00	335.0	346.7	311.0	331.04	13041246
12.05.2006 00:00	328.01	328.9	316.25	321.3	5547673
15.05.2006 00:00	314.0	316.49	296.01	301.54	7987486
16.05.2006 00:00	300.0	310.1	286.52	307.04	9997362
17.05.2006 00:00	310.0	315.99	290.03	293.12	9468292
18.05.2006 00:00	284.99	295.0	275.26	283.69	9938552
19.05.2006 00:00	287.0	291.0	273.07	275.36	5385277
22.05.2006 00:00	273.0	275.6	232.0	236.42	10391901
23.05.2006 00:00	248.0	269.8	229.54	265.83	13260850
24.05.2006 00:00	268.0	268.5	246.1	258.11	10310925
25.05.2006 00:00	254.01	275.65	251.15	273.75	10467119
26.05.2006 00:00	280.0	293.45	277.48	291.53	11337826
29.05.2006 00:00	296.0	300.79	281.5	286.59	8966482
30.05.2006 00:00	283.88	292.8	271.5	283.08	14176273
31.05.2006 00:00	272.13	295.1	270.0	286.02	13468452
01.06.2006 00:00	287.49	289.69	280.51	286.94	6884612
02.06.2006 00:00	292.0	302.0	292.0	299.19	9115283
05.06.2006 00:00	304.25	306.0	295.33	296.8	5881103
06.06.2006 00:00	289.7	290.94	276.5	278.22	6666266
07.06.2006 00:00	277.0	281.5	265.55	277.76	8888279
08.06.2006 00:00	268.45	269.5	251.22	254.29	9218777
12.06.2006 00:00	259.93	264.38	250.01	254.41	6530339
13.06.2006 00:00	239.0	243.5	226.4	227.95	6646848
14.06.2006 00:00	227.0	245.8	219.0	242.43	10921292
15.06.2006 00:00	250.0	258.6	246.15	257.42	7847954
16.06.2006 00:00	268.0	273.37	245.0	257.29	10241998
19.06.2006 00:00	258.0	269.45	252.23	261.04	6313850
20.06.2006 00:00	255.95	264.98	250.45	262.8	5760000
21.06.2006 00:00	265.0	268.45	255.53	263.94	6122224
22.06.2006 00:00	269.9	272.5	259.0	260.74	5418878
23.06.2006 00:00	259.67	262.59	256.5	259.9	3164136
26.06.2006 00:00	260.48	262.37	252.75	257.51	2504293
27.06.2006 00:00	260.24	268.85	257.33	265.16	4615979
28.06.2006 00:00	262.28	267.49	259.5	266.65	4420336
29.06.2006 00:00	268.5	276.75	264.5	275.83	6662452
30.06.2006 00:00	286.5	289.48	278.2	280.17	7446457
03.07.2006 00:00	283.56	286.67	282.0	285.22	3374629
04.07.2006 00:00	286.9	287.97	281.01	286.81	3121607
05.07.2006 00:00	285.5	285.83	271.5	274.04	4219069
06.07.2006 00:00	275.0	285.33	272.14	284.37	5824985
