datetime	open	high	low	close	volume
28.05.2007 00:00	0.14	0.17	0.14	0.14	0
31.05.2007 00:00	0.14	0.15	0.14	0.14	0
20.06.2007 00:00	0.14	0.15	0.14	0.15	0
22.06.2007 00:00	0.15	0.15	0.14	0.14	0
03.08.2007 00:00	0.14	0.14	0.14	0.14	0
06.08.2007 00:00	0.14	0.14	0.13	0.14	0
07.08.2007 00:00	0.14	0.14	0.13	0.13	0
14.08.2007 00:00	0.13	0.13	0.13	0.13	0
22.08.2007 00:00	0.12	0.12	0.11	0.12	0
06.09.2007 00:00	0.12	0.12	0.12	0.12	0
07.09.2007 00:00	0.12	0.12	0.11	0.11	0
14.09.2007 00:00	0.11	0.11	0.11	0.11	0
17.09.2007 00:00	0.11	0.11	0.1	0.1	1060142
18.09.2007 00:00	0.1	0.11	0.1	0.11	1987326
19.09.2007 00:00	0.11	0.11	0.11	0.11	2701265
20.09.2007 00:00	0.11	0.12	0.11	0.12	2960768
21.09.2007 00:00	0.12	0.12	0.12	0.12	3975035
24.09.2007 00:00	0.12	0.13	0.12	0.12	3717185
25.09.2007 00:00	0.12	0.13	0.12	0.12	3032977
26.09.2007 00:00	0.12	0.12	0.12	0.12	2342569
27.09.2007 00:00	0.12	0.12	0.12	0.12	4132332
28.09.2007 00:00	0.12	0.12	0.11	0.12	3266193
01.10.2007 00:00	0.11	0.11	0.11	0.11	2016975
02.10.2007 00:00	0.11	0.12	0.11	0.12	2426774
03.10.2007 00:00	0.12	0.12	0.11	0.11	1914530
04.10.2007 00:00	0.11	0.11	0.11	0.11	790134
05.10.2007 00:00	0.11	0.12	0.11	0.12	2441134
08.10.2007 00:00	0.12	0.12	0.12	0.12	1422438
09.10.2007 00:00	0.12	0.12	0.12	0.12	1688629
10.10.2007 00:00	0.12	0.12	0.12	0.12	1813033
11.10.2007 00:00	0.12	0.12	0.12	0.12	1262964
12.10.2007 00:00	0.12	0.12	0.12	0.12	1551590
15.10.2007 00:00	0.12	0.12	0.12	0.12	1653888
16.10.2007 00:00	0.12	0.12	0.12	0.12	3201316
17.10.2007 00:00	0.12	0.12	0.11	0.12	2165159
18.10.2007 00:00	0.12	0.12	0.11	0.12	1479855
19.10.2007 00:00	0.12	0.12	0.12	0.12	1437925
22.10.2007 00:00	0.11	0.12	0.11	0.12	782422
23.10.2007 00:00	0.12	0.12	0.12	0.12	677925
24.10.2007 00:00	0.12	0.12	0.12	0.12	1471445
25.10.2007 00:00	0.12	0.12	0.12	0.12	794944
26.10.2007 00:00	0.12	0.12	0.12	0.12	1463573
29.10.2007 00:00	0.12	0.12	0.12	0.12	1251835
30.10.2007 00:00	0.12	0.12	0.12	0.12	829484
31.10.2007 00:00	0.12	0.12	0.12	0.12	1047524
01.11.2007 00:00	0.12	0.12	0.12	0.12	1303453
05.11.2007 00:00	0.12	0.12	0.12	0.12	1023168
06.11.2007 00:00	0.12	0.12	0.12	0.12	1767364
07.11.2007 00:00	0.12	0.12	0.12	0.12	1395979
08.11.2007 00:00	0.12	0.12	0.12	0.12	829161
09.11.2007 00:00	0.12	0.12	0.12	0.12	1105087
12.11.2007 00:00	0.12	0.12	0.12	0.12	1153197
13.11.2007 00:00	0.12	0.12	0.11	0.12	1261739
14.11.2007 00:00	0.12	0.12	0.11	0.12	1340167
15.11.2007 00:00	0.12	0.12	0.11	0.11	1451713
16.11.2007 00:00	0.11	0.11	0.11	0.11	846714
19.11.2007 00:00	0.11	0.11	0.11	0.11	930584
20.11.2007 00:00	0.11	0.11	0.11	0.11	1369787
21.11.2007 00:00	0.11	0.11	0.11	0.11	1970645
22.11.2007 00:00	0.11	0.11	0.11	0.11	1284901
23.11.2007 00:00	0.11	0.11	0.11	0.11	1243815
26.11.2007 00:00	0.11	0.11	0.11	0.11	1220280
27.11.2007 00:00	0.11	0.11	0.11	0.11	935370
28.11.2007 00:00	0.11	0.11	0.11	0.11	766598
29.11.2007 00:00	0.11	0.11	0.11	0.11	1107100
30.11.2007 00:00	0.11	0.11	0.11	0.11	1875045
03.12.2007 00:00	0.11	0.11	0.11	0.11	819133
04.12.2007 00:00	0.11	0.11	0.11	0.11	918937
05.12.2007 00:00	0.11	0.12	0.11	0.12	2406536
06.12.2007 00:00	0.12	0.12	0.11	0.11	2405351
07.12.2007 00:00	0.12	0.12	0.11	0.12	2742871
10.12.2007 00:00	0.12	0.12	0.12	0.12	4295180
11.12.2007 00:00	0.12	0.12	0.12	0.12	4243858
12.12.2007 00:00	0.12	0.12	0.12	0.12	3933709
13.12.2007 00:00	0.12	0.12	0.12	0.12	2701988
14.12.2007 00:00	0.12	0.12	0.12	0.12	1817958
17.12.2007 00:00	0.12	0.12	0.12	0.12	2958913
18.12.2007 00:00	0.12	0.13	0.12	0.13	4868688
19.12.2007 00:00	0.13	0.13	0.12	0.13	3643130
20.12.2007 00:00	0.13	0.13	0.13	0.13	2995268
21.12.2007 00:00	0.13	0.13	0.13	0.13	2944080
24.12.2007 00:00	0.13	0.13	0.13	0.13	3110488
25.12.2007 00:00	0.13	0.13	0.13	0.13	3230456
26.12.2007 00:00	0.13	0.13	0.13	0.13	3206452
27.12.2007 00:00	0.13	0.13	0.12	0.13	3470875
08.01.2008 00:00	0.13	0.13	0.12	0.13	4369333
09.01.2008 00:00	0.12	0.13	0.12	0.12	2776932
10.01.2008 00:00	0.12	0.12	0.12	0.12	2169693
11.01.2008 00:00	0.12	0.12	0.12	0.12	1052084
14.01.2008 00:00	0.12	0.12	0.12	0.12	1228209
15.01.2008 00:00	0.12	0.12	0.12	0.12	2516631
16.01.2008 00:00	0.12	0.12	0.11	0.11	3246000
17.01.2008 00:00	0.11	0.12	0.11	0.11	2141784
18.01.2008 00:00	0.11	0.11	0.11	0.11	1726743
21.01.2008 00:00	0.11	0.11	0.1	0.11	2814611
22.01.2008 00:00	0.1	0.11	0.1	0.1	4362373
23.01.2008 00:00	0.1	0.11	0.1	0.1	3077862
24.01.2008 00:00	0.11	0.11	0.1	0.1	2865546
25.01.2008 00:00	0.1	0.11	0.1	0.1	2150528
28.01.2008 00:00	0.1	0.1	0.1	0.1	1484067
29.01.2008 00:00	0.1	0.1	0.1	0.1	2311228
30.01.2008 00:00	0.1	0.11	0.1	0.1	2371409
31.01.2008 00:00	0.1	0.1	0.1	0.1	2581768
01.02.2008 00:00	0.1	0.1	0.1	0.1	2281717
04.02.2008 00:00	0.1	0.1	0.1	0.1	1577475
05.02.2008 00:00	0.1	0.1	0.1	0.1	2240858
06.02.2008 00:00	0.1	0.1	0.1	0.1	2942834
07.02.2008 00:00	0.1	0.1	0.09	0.09	2439773
08.02.2008 00:00	0.1	0.1	0.09	0.09	2005756
11.02.2008 00:00	0.09	0.1	0.09	0.09	1608668
12.02.2008 00:00	0.1	0.1	0.1	0.1	2870061
13.02.2008 00:00	0.1	0.1	0.1	0.1	3995440
14.02.2008 00:00	0.11	0.11	0.1	0.1	3221378
15.02.2008 00:00	0.1	0.1	0.1	0.1	5156019
18.02.2008 00:00	0.1	0.1	0.1	0.1	1636798
19.02.2008 00:00	0.1	0.1	0.1	0.1	3142417
20.02.2008 00:00	0.1	0.1	0.1	0.1	1365200
21.02.2008 00:00	0.1	0.1	0.1	0.1	1921785
22.02.2008 00:00	0.1	0.1	0.1	0.1	1873207
25.02.2008 00:00	0.1	0.1	0.1	0.1	3044741
26.02.2008 00:00	0.1	0.1	0.1	0.1	2394937
27.02.2008 00:00	0.1	0.1	0.1	0.1	1443823
28.02.2008 00:00	0.1	0.1	0.09	0.09	1393847
29.02.2008 00:00	0.09	0.1	0.09	0.09	4958040
03.03.2008 00:00	0.09	0.09	0.09	0.09	2286149
04.03.2008 00:00	0.09	0.09	0.08	0.08	3062188
05.03.2008 00:00	0.09	0.09	0.08	0.09	3219058
06.03.2008 00:00	0.09	0.09	0.08	0.08	3218796
10.03.2008 00:00	0.08	0.08	0.08	0.08	3377697
11.03.2008 00:00	0.08	0.09	0.08	0.09	5087101
12.03.2008 00:00	0.09	0.09	0.09	0.09	6268159
13.03.2008 00:00	0.09	0.09	0.08	0.08	3445028
14.03.2008 00:00	0.08	0.09	0.08	0.09	6113021
17.03.2008 00:00	0.08	0.08	0.08	0.08	3688344
18.03.2008 00:00	0.08	0.08	0.08	0.08	5682798
19.03.2008 00:00	0.09	0.09	0.08	0.08	7340032
20.03.2008 00:00	0.08	0.08	0.08	0.08	6006751
21.03.2008 00:00	0.08	0.08	0.08	0.08	2296059
24.03.2008 00:00	0.08	0.09	0.08	0.09	3528966
25.03.2008 00:00	0.09	0.09	0.08	0.08	6515358
26.03.2008 00:00	0.08	0.09	0.08	0.08	4941600
27.03.2008 00:00	0.08	0.09	0.08	0.08	5792758
28.03.2008 00:00	0.09	0.09	0.08	0.08	3402379
31.03.2008 00:00	0.08	0.09	0.08	0.09	2857037
01.04.2008 00:00	0.09	0.09	0.08	0.09	6872504
02.04.2008 00:00	0.09	0.09	0.09	0.09	10157900
03.04.2008 00:00	0.09	0.09	0.09	0.09	7321206
04.04.2008 00:00	0.09	0.09	0.09	0.09	4106737
07.04.2008 00:00	0.09	0.09	0.09	0.09	4160944
08.04.2008 00:00	0.09	0.09	0.09	0.09	3171949
09.04.2008 00:00	0.09	0.09	0.09	0.09	4558729
10.04.2008 00:00	0.09	0.09	0.09	0.09	6743246
11.04.2008 00:00	0.09	0.09	0.09	0.09	5813602
14.04.2008 00:00	0.09	0.09	0.09	0.09	4053297
15.04.2008 00:00	0.09	0.09	0.09	0.09	2278991
16.04.2008 00:00	0.09	0.09	0.09	0.09	5112767
17.04.2008 00:00	0.09	0.09	0.09	0.09	5160538
18.04.2008 00:00	0.09	0.09	0.09	0.09	5934936
21.04.2008 00:00	0.09	0.09	0.09	0.09	3222814
22.04.2008 00:00	0.09	0.09	0.09	0.09	1686705
23.04.2008 00:00	0.09	0.09	0.09	0.09	2446028
24.04.2008 00:00	0.09	0.09	0.09	0.09	3233204
25.04.2008 00:00	0.09	0.09	0.09	0.09	3093413
28.04.2008 00:00	0.09	0.09	0.09	0.09	2798276
29.04.2008 00:00	0.09	0.09	0.09	0.09	1829077
02.05.2008 00:00	0.09	0.09	0.09	0.09	1490691
05.05.2008 00:00	0.09	0.09	0.09	0.09	4221445
06.05.2008 00:00	0.09	0.1	0.09	0.09	5917159
07.05.2008 00:00	0.09	0.09	0.09	0.09	3794647
09.05.2008 00:00	0.09	0.09	0.09	0.09	5246028
12.05.2008 00:00	0.09	0.1	0.09	0.1	3496612
13.05.2008 00:00	0.1	0.1	0.1	0.1	4617164
14.05.2008 00:00	0.1	0.1	0.1	0.1	3776882
15.05.2008 00:00	0.1	0.1	0.1	0.1	8215718
16.05.2008 00:00	0.1	0.1	0.1	0.1	5072348
19.05.2008 00:00	0.1	0.1	0.1	0.1	8988621
20.05.2008 00:00	0.1	0.1	0.1	0.1	6473376
21.05.2008 00:00	0.1	0.1	0.1	0.1	4267905
22.05.2008 00:00	0.1	0.1	0.1	0.1	3670123
23.05.2008 00:00	0.1	0.1	0.1	0.1	2274175
26.05.2008 00:00	0.1	0.1	0.1	0.1	1540306
27.05.2008 00:00	0.1	0.1	0.09	0.1	2215341
28.05.2008 00:00	0.1	0.1	0.1	0.1	2478818
29.05.2008 00:00	0.1	0.1	0.1	0.1	1820641
30.05.2008 00:00	0.1	0.1	0.1	0.1	1574807
02.06.2008 00:00	0.1	0.1	0.1	0.1	2153800
03.06.2008 00:00	0.09	0.1	0.09	0.09	2033303
04.06.2008 00:00	0.09	0.09	0.09	0.09	3094345
05.06.2008 00:00	0.09	0.09	0.09	0.09	2821969
06.06.2008 00:00	0.09	0.09	0.09	0.09	7082728
09.06.2008 00:00	0.09	0.09	0.09	0.09	1927287
10.06.2008 00:00	0.09	0.09	0.08	0.08	3958316
13.06.2008 00:00	0.09	0.09	0.08	0.08	1696721
16.06.2008 00:00	0.09	0.09	0.08	0.09	1542319
17.06.2008 00:00	0.09	0.09	0.09	0.09	2794992
18.06.2008 00:00	0.09	0.09	0.09	0.09	2295357
19.06.2008 00:00	0.09	0.09	0.08	0.09	2525901
20.06.2008 00:00	0.09	0.09	0.09	0.09	1331607
23.06.2008 00:00	0.08	0.09	0.08	0.09	1983544
24.06.2008 00:00	0.09	0.09	0.08	0.08	2023222
25.06.2008 00:00	0.08	0.08	0.08	0.08	1875228
26.06.2008 00:00	0.08	0.08	0.08	0.08	1450000
27.06.2008 00:00	0.08	0.08	0.08	0.08	2557930
30.06.2008 00:00	0.08	0.08	0.08	0.08	1597701
01.07.2008 00:00	0.08	0.08	0.08	0.08	1892026
02.07.2008 00:00	0.08	0.08	0.08	0.08	1937975
03.07.2008 00:00	0.08	0.08	0.08	0.08	2696662
04.07.2008 00:00	0.08	0.08	0.08	0.08	1377230
07.07.2008 00:00	0.08	0.08	0.08	0.08	2150343
08.07.2008 00:00	0.08	0.08	0.08	0.08	3337534
09.07.2008 00:00	0.08	0.08	0.08	0.08	2811373
10.07.2008 00:00	0.08	0.08	0.08	0.08	2444714
11.07.2008 00:00	0.08	0.08	0.08	0.08	1693141
14.07.2008 00:00	0.08	0.08	0.08	0.08	1325375
15.07.2008 00:00	0.08	0.08	0.08	0.08	2101173
16.07.2008 00:00	0.08	0.08	0.08	0.08	3451393
17.07.2008 00:00	0.08	0.09	0.08	0.09	5265208
18.07.2008 00:00	0.09	0.09	0.08	0.09	4407705
21.07.2008 00:00	0.09	0.09	0.09	0.09	3083969
22.07.2008 00:00	0.09	0.09	0.08	0.09	3026058
23.07.2008 00:00	0.09	0.09	0.09	0.09	2673746
24.07.2008 00:00	0.09	0.09	0.09	0.09	2503121
25.07.2008 00:00	0.08	0.08	0.08	0.08	2976137
28.07.2008 00:00	0.08	0.09	0.08	0.08	2180782
29.07.2008 00:00	0.08	0.08	0.08	0.08	2239543
30.07.2008 00:00	0.08	0.08	0.08	0.08	2242045
31.07.2008 00:00	0.08	0.08	0.08	0.08	2656270
01.08.2008 00:00	0.08	0.08	0.08	0.08	1933240
04.08.2008 00:00	0.08	0.08	0.08	0.08	2120818
05.08.2008 00:00	0.08	0.08	0.08	0.08	2028829
06.08.2008 00:00	0.08	0.08	0.08	0.08	2661729
07.08.2008 00:00	0.08	0.08	0.08	0.08	1590393
08.08.2008 00:00	0.08	0.08	0.08	0.08	2454719
11.08.2008 00:00	0.08	0.08	0.07	0.08	3829707
12.08.2008 00:00	0.08	0.08	0.08	0.08	3327369
13.08.2008 00:00	0.08	0.08	0.08	0.08	2934445
14.08.2008 00:00	0.08	0.08	0.08	0.08	1507859
15.08.2008 00:00	0.08	0.08	0.08	0.08	1283149
18.08.2008 00:00	0.08	0.08	0.08	0.08	946663
19.08.2008 00:00	0.08	0.08	0.07	0.07	1955979
20.08.2008 00:00	0.07	0.08	0.07	0.07	1243914
21.08.2008 00:00	0.07	0.08	0.07	0.07	2115736
